id;name;alternate_names;house;ancestry;species;patronus;hogwartsStaff;hogwartsStudent;actorName;alive;alternate_actors;dateOfBirth;yearOfBirth;eyeColour;gender;hairColour;wizard
895e355a-c017-4eba-bc72-dda0699c0b96;Mrs Granger;['Monica Wilkins'];Gryffindor;muggle;human;;FALSO;FALSO;Heather Bleasdale;VERDADEIRO;['Michelle Fairley'];31-12-1926;1954;blue;female;ginger;FALSO
c0f33c97-d01d-42ed-ae40-1a525f75bb01;Dr Filibuster;[];Gryffindor;muggle;human;;FALSO;FALSO;;VERDADEIRO;[];31-12-1926;1954;blue;male;ginger;VERDADEIRO
8e557e86-28d5-433f-8ac1-d2cecfeb8fb7;Colin Creevey;[];Gryffindor;muggleborn;human;;FALSO;VERDADEIRO;Hugh Mitchell;FALSO;[];31-12-1926;1954;blue;male;ginger;VERDADEIRO
8d885bd9-6103-424b-b884-c26720a64d94;Gladys Gudgeon;[];Gryffindor;muggleborn;human;;FALSO;FALSO;;VERDADEIRO;[];31-12-1926;1954;blue;female;ginger;VERDADEIRO
a4e18c27-077a-441a-b9a9-97ee9ba53224;Veronica Smethley;[];Gryffindor;muggleborn;human;;FALSO;FALSO;;VERDADEIRO;[];23-6-1980;1980;blue;female;ginger;VERDADEIRO
e938023d-ba03-402a-b6ff-ecadc0ff4dbb;Patrick Delaney-Podmore;['Sir Patrick Delaney-Podmore'];Gryffindor;muggleborn;ghost;;FALSO;FALSO;;FALSO;[];30-01-1960;1960;blue;male;ginger;VERDADEIRO
8d018f5d-8370-41c8-8aa4-8b8a815ec801;Z. Nettles;[];Gryffindor;muggleborn;human;;FALSO;FALSO;;VERDADEIRO;[];27-03-1960;1960;blue;female;ginger;VERDADEIRO
50f9e638-fa69-4c97-ba2c-bfc7124b7818;D.J. Prod;['Demetrius J. Prod'];Gryffindor;muggleborn;human;;FALSO;FALSO;Chris Wilson;FALSO;[];27-03-1960;1881;blue;male;ginger;VERDADEIRO
98a5a56d-91a6-4c32-b793-f97e83919bde;Elsie Prod;[];Gryffindor;muggleborn;human;;FALSO;FALSO;;VERDADEIRO;[];27-03-1960;1881;blue;female;ginger;VERDADEIRO
9969f803-6835-4871-80b3-7bb975c1ec06;Moaning Myrtle;['Myrtle Elizabeth Warren'];Ravenclaw;muggleborn;ghost;;FALSO;FALSO;Shirley Henderson;FALSO;[];27-03-1960;1980;blue;female;ginger;VERDADEIRO
834d5f9b-cdd8-48ee-9efa-5e155422f6c2;Godric Gryffindor;[];Ravenclaw;muggleborn;human;;FALSO;FALSO;;FALSO;[];27-03-1960;1979;blue;male;ginger;VERDADEIRO
575626ab-cf61-440e-88a0-db188abb1cbb;Rowena Ravenclaw;[];Ravenclaw;muggleborn;human;;FALSO;FALSO;;FALSO;[];27-03-1960;1980;blue;female;ginger;VERDADEIRO
a7c7c44d-07e4-4257-860e-375f47338cb2;Helga Hufflepuff;[];Ravenclaw;muggleborn;human;;FALSO;FALSO;;FALSO;[];27-03-1960;1980;blue;female;ginger;VERDADEIRO
20d331c9-cd3e-4dde-a480-6cc05cd26db7;Salazar Slytherin;[];Ravenclaw;muggleborn;human;;FALSO;FALSO;;FALSO;[];27-03-1960;1925;blue;male;ginger;VERDADEIRO
cdec9b95-c7a5-4623-ad12-6fa76d168588;Madame Pince;['Irma Pince'];Ravenclaw;muggleborn;human;;VERDADEIRO;FALSO;Sally Mortemore;VERDADEIRO;[];27-03-1960;1977;blue;female;ginger;VERDADEIRO
ecca342d-d345-4fb3-8a85-ece848ab8938;Milicent Bullstroude;[];Slytherin;muggleborn;human;;FALSO;VERDADEIRO;Helen Stuart;VERDADEIRO;[];27-03-1960;1979;blue;female;black;VERDADEIRO
0c80d701-fa23-4126-9711-efe5f3c4789a;Ernie Macmillan;['Ernest Macmillan'];Hufflepuff;muggleborn;human;boar;FALSO;VERDADEIRO;Louis Doyle;VERDADEIRO;[];27-03-1960;1960;blue;male;blond;VERDADEIRO
7cf58a76-8af2-4ebb-9264-ea0ac273eadc;Armando Dippet;['Professor Dippet'];Hufflepuff;muggleborn;human;;FALSO;FALSO;Alfred Burke;FALSO;[];27-03-1960;1928;blue;male;white;VERDADEIRO
42915280-ba56-4ab8-8b17-9511ba2ab093;Penelope Clearwater;['Penny'];Ravenclaw;muggleborn;human;;FALSO;VERDADEIRO;Gemma Padley;VERDADEIRO;[];27-03-1960;1980;blue;female;white;VERDADEIRO
3ba61708-c5a2-4691-8c7a-9c0865575dba;Cornelius Fudge;['Minister Cornelius Oswald Fudge'];Ravenclaw;muggleborn;human;;FALSO;FALSO;Robert Hardy;VERDADEIRO;[];27-03-1960;1981;blue;male;grey;VERDADEIRO
a08aebd0-49fb-4d5d-b3db-52bf8f7ce594;Aragog;[];Ravenclaw;muggleborn;acromantula;;FALSO;FALSO;Julian Glover;FALSO;[];27-03-1960;1981;white;male;brown;FALSO
82a29e30-1321-47b8-813f-2710f885b7d2;Mosag;[];Ravenclaw;muggleborn;acromantula;;FALSO;FALSO;;VERDADEIRO;[];27-03-1960;1959;black;female;brown;FALSO
3f0fc32c-744b-4351-8542-58ed267e059b;Stanley Shunpike;['Stan'];Ravenclaw;muggleborn;human;;FALSO;FALSO;Lee Ingleby;VERDADEIRO;[];24-02-1897;1960;black;male;brown;VERDADEIRO
a62905eb-4965-44c7-baf0-0d8a2486f5b0;Ernest Prang;['Ernie'];Ravenclaw;muggleborn;human;;FALSO;FALSO;Jimmy Gardner;VERDADEIRO;[];24-02-1897;1950;black;male;brown;VERDADEIRO
cfce8b1b-64c9-4058-8e13-9b192b80d2ef;Madam Marsh;[];Ravenclaw;muggleborn;human;;FALSO;FALSO;;VERDADEIRO;[];24-02-1897;1951;black;female;brown;VERDADEIRO
7673c196-9187-49ea-a3f0-7cebc079a15a;Florean Fortescue;[];Ravenclaw;muggleborn;human;;FALSO;FALSO;;FALSO;[];31-07-1980;1926;black;male;brown;VERDADEIRO
c7121c73-1fce-4343-b823-a67f4ecfdef2;Sir Cadogan;[];Ravenclaw;muggleborn;human;;FALSO;FALSO;Paul Whitehouse;FALSO;[];19-09-1979;1926;black;male;brown;VERDADEIRO
8ea29415-012d-4781-ba5f-d0de63a05abe;Sybill Trelawney;['Sybill Patricia Trelawney', 'Professor Trelawney'];Ravenclaw;muggleborn;human;;VERDADEIRO;FALSO;Emma Thompson;VERDADEIRO;[];01-03-1980;1926;black;female;brown;VERDADEIRO
fa4f7f3a-947b-4bc1-bab2-c7a19c7c2c30;Buckbeak;['Beaky', 'Witherwings'];Ravenclaw;muggleborn;hippogriff;;FALSO;FALSO;;VERDADEIRO;[];05-06-1980;1926;orange;male;brown;FALSO
1b6c8547-294a-40c0-892b-63a9511ca7d7;Peter Pettigrew;['Wormtail', 'Scabbers', 'Wormy'];Gryffindor;muggleborn;human;;FALSO;FALSO;Timothy Spall;FALSO;['Charles Hughes'];04-10-1925;1954;orange;male;brown;VERDADEIRO
113d2cd5-4d5c-4727-ae97-64a7dfc4423c;Madam Rosmerta;[];Gryffindor;muggleborn;human;;FALSO;FALSO;Julie Christie;VERDADEIRO;[];04-10-1925;1954;orange;female;brown;VERDADEIRO
eb96189d-e2b6-4159-a357-c6cdf11f3631;Derek;[];Gryffindor;muggleborn;human;;FALSO;VERDADEIRO;;VERDADEIRO;[];07-04-1979;1954;orange;male;brown;VERDADEIRO
58f2cf41-392c-4e84-b441-dbbce585f78d;Septima Vector;['Professor Vector'];Gryffindor;muggleborn;human;;VERDADEIRO;FALSO;;VERDADEIRO;[];09-01-1960;1954;orange;female;brown;VERDADEIRO
c61b5c80-2c8e-404f-88ca-349a6344f35c;Cassius Warrington;[];Slytherin;muggleborn;human;;FALSO;VERDADEIRO;Ashley Hull;VERDADEIRO;[];06-12-1928;1954;orange;male;brown;VERDADEIRO
e7f4554e-8193-4b16-a40b-a8b38a0c3e57;Graham Montague;[];Slytherin;muggleborn;human;;FALSO;VERDADEIRO;;VERDADEIRO;[];30-07-1980;1954;orange;male;brown;VERDADEIRO
458828b3-82a5-4cad-a784-e23215825765;Peregrine Derrick;[];Slytherin;muggleborn;human;;FALSO;VERDADEIRO;;VERDADEIRO;[];13-02-1981;1954;orange;male;brown;VERDADEIRO
58a287c2-8c7a-485a-b095-8c6dcfc7f31d;Lucian Bole;[];Slytherin;muggleborn;human;;FALSO;VERDADEIRO;;VERDADEIRO;[];11-08-1981;1980;orange;male;brown;VERDADEIRO
f677db35-cef6-466f-a0e4-548d0a274ec5;Walden Macnair;[];Slytherin;muggleborn;human;;FALSO;FALSO;Peter Best;VERDADEIRO;[];03-11-1959;1960;orange;male;black;VERDADEIRO
08aefb5c-2a7c-42e1-a6ac-7f150749aa2a;Franc Bryce;[];Slytherin;muggle;human;;FALSO;FALSO;Eric Sykes;FALSO;[];10-03-1960;1960;orange;male;black;FALSO
da0c8c39-04e1-4899-b562-e69c21218e2a;Dot;[];Slytherin;muggle;human;;FALSO;FALSO;;FALSO;[];06-02-1950;1881;orange;female;black;FALSO
8c3a1d16-83be-4904-b074-476f8cf72198;Bertha Jorkins;[];Slytherin;muggle;human;;FALSO;FALSO;;FALSO;[];06-02-1950;1881;orange;female;black;VERDADEIRO
70d665a5-35c9-43a8-a2b0-ef20ddfc3770;Barty Crouch;['Bartemius Crouch Senior'];Slytherin;pure-blood;human;;FALSO;FALSO;Roger Lloyd-Pack;FALSO;[];31-12-1926;1980;orange;male;black;VERDADEIRO
13f1edc7-e2e2-4f3d-9637-f3e897a484b7;Ludo Bagman;['Ludovic Bagman'];Slytherin;pure-blood;human;;FALSO;FALSO;;VERDADEIRO;[];31-12-1926;1979;blue;male;blond;VERDADEIRO
d9294c96-bd7d-45d0-95e2-deaf71e09945;Amos Diggory;[];Slytherin;pure-blood;human;;FALSO;FALSO;Jeff Rawle;VERDADEIRO;[];31-12-1926;1980;blue;male;brown;VERDADEIRO
2d25ada6-801e-4943-acca-adffc942820b;Mr Roberts;[];Slytherin;muggle;human;;FALSO;FALSO;;VERDADEIRO;[];31-12-1926;1980;blue;male;brown;FALSO
8f3f55ac-99d5-4a01-a0a3-f43ca5052596;Mr Payne;[];Slytherin;muggle;human;;FALSO;FALSO;;VERDADEIRO;[];31-12-1926;1925;blue;male;brown;FALSO
10460839-62ce-426b-b690-2c82f8c65869;Basil;[];Slytherin;muggle;human;;FALSO;FALSO;;VERDADEIRO;[];31-12-1926;1977;blue;male;brown;VERDADEIRO
941c0d0c-ec0d-4c32-af0d-bcf8af84d584;Archie Aymslowe;[];Slytherin;muggle;human;;FALSO;FALSO;;VERDADEIRO;[];31-12-1926;1979;blue;male;brown;VERDADEIRO
0c19c654-d363-42a1-bd8f-13bd35dad075;Cuthbert Mockridge;[];Slytherin;muggle;human;;FALSO;FALSO;;VERDADEIRO;[];31-12-1926;1960;blue;male;brown;VERDADEIRO
ca8a41e3-1f20-4c28-bc8a-b1831206edf5;Gilbert Wimple;[];Slytherin;muggle;human;;FALSO;FALSO;;VERDADEIRO;[];31-12-1926;1928;blue;male;brown;VERDADEIRO
6777feda-2318-4605-ba0e-1a6fd5fc2e7f;Arnold Peasegood;[];Slytherin;muggle;human;;FALSO;FALSO;;VERDADEIRO;[];31-12-1926;1980;blue;male;brown;VERDADEIRO
cb49285e-1dcb-413e-905b-2a883ac35ddc;Broderick Bode;[];Slytherin;muggle;human;;FALSO;FALSO;;FALSO;[];31-12-1926;1981;blue;male;brown;VERDADEIRO
391546f6-d357-43e1-8072-98a8548d4902;Saul Croaker;[];Slytherin;muggle;human;;FALSO;FALSO;;VERDADEIRO;[];23-6-1980;1981;blue;male;brown;VERDADEIRO
91142fb9-dc92-4f6f-8504-5498916f07a6;Ali Bashir;[];Slytherin;muggle;human;;FALSO;FALSO;;VERDADEIRO;[];30-01-1960;1959;blue;male;brown;VERDADEIRO
b7b18aa1-b5a0-4083-8142-cb3655bc2849;Victor Krum;[];Slytherin;muggle;human;;FALSO;FALSO;Stanislav Ianevski;VERDADEIRO;[];27-03-1960;1960;dark;male;dark;VERDADEIRO
45d6db91-393e-40e0-8c04-43cb598fb9e5;Winky;[];Slytherin;muggle;house-elf;;FALSO;FALSO;;VERDADEIRO;[];27-03-1960;1950;dark;female;dark;FALSO
166ba5e0-ad04-4c7e-9850-6a21aede93c2;Narcissa Malfoy;['Cissy'];Slytherin;pure-blood;human;;FALSO;FALSO;Helen McCrory;VERDADEIRO;[];27-03-1960;1951;blue;female;blonde;VERDADEIRO
110a6a98-78c5-420a-b9b6-d25af10ddc4e;Vasily Dimitrov;[];Slytherin;pure-blood;human;;FALSO;FALSO;;VERDADEIRO;[];27-03-1960;1926;blue;male;blonde;VERDADEIRO
3e9461c1-4262-4beb-8c48-ca8a46a8859b;Clara Ivanova;[];Slytherin;pure-blood;human;;FALSO;FALSO;;VERDADEIRO;[];27-03-1960;1926;blue;female;blonde;VERDADEIRO
6a094c72-e53b-4e21-adc3-8c54fb205c1d;Lev Zograf;[];Slytherin;pure-blood;human;;FALSO;FALSO;;VERDADEIRO;[];27-03-1960;1926;blue;male;blonde;VERDADEIRO
5c913cb2-e964-4172-b8ce-a0550d2734df;Alexei Levski;[];Slytherin;pure-blood;human;;FALSO;FALSO;;VERDADEIRO;[];27-03-1960;1926;blue;male;blonde;VERDADEIRO
5161ffa8-9c86-4500-9533-4c805eb69a61;Pyotr Vulchanov;[];Slytherin;pure-blood;human;;FALSO;FALSO;;VERDADEIRO;[];27-03-1960;1954;blue;male;blonde;VERDADEIRO
a6a27c4f-9bbd-4bf9-89b2-f62171ae9a37;Ivan Volkov;[];Slytherin;pure-blood;human;;FALSO;FALSO;;VERDADEIRO;[];27-03-1960;1954;blue;male;blonde;VERDADEIRO
29db34fe-8f85-4fc0-accf-642d025de301;Connolly;[];Slytherin;pure-blood;human;;FALSO;FALSO;;VERDADEIRO;[];27-03-1960;1954;blue;male;blonde;VERDADEIRO
9fd63149-724d-4a80-9761-6db7394575c0;Barry Ryan;[];Slytherin;pure-blood;human;;FALSO;FALSO;;VERDADEIRO;[];27-03-1960;1954;blue;male;blonde;VERDADEIRO
311850b1-2d4d-4e29-b115-9488cc554415;Troy;[];Slytherin;pure-blood;human;;FALSO;FALSO;;VERDADEIRO;[];27-03-1960;1954;blue;male;blonde;VERDADEIRO
0bdbed6e-7690-4326-99cc-86de89dc4a58;Mullet;[];Slytherin;pure-blood;human;;FALSO;FALSO;;VERDADEIRO;[];27-03-1960;1954;blue;female;blonde;VERDADEIRO
8b225672-8f2a-4a11-829b-3b42d082aff0;Moran;[];Slytherin;pure-blood;human;;FALSO;FALSO;;VERDADEIRO;[];27-03-1960;1954;blue;female;blonde;VERDADEIRO
2bbc36f9-914c-45c7-b61e-1003f2ac728f;Quigley;[];Slytherin;pure-blood;human;;FALSO;FALSO;;VERDADEIRO;[];27-03-1960;1980;blue;male;blonde;VERDADEIRO
559719e0-c54d-4589-8485-2dc865581001;Aidan Lynch;[];Slytherin;pure-blood;human;;FALSO;FALSO;;VERDADEIRO;[];27-03-1960;1960;blue;male;blonde;VERDADEIRO
53ed1c30-a5dc-4b1b-aa0d-3da881b0ddc2;Hassan Mostafa;[];Slytherin;pure-blood;human;;FALSO;FALSO;;VERDADEIRO;[];24-02-1897;1960;blue;male;blonde;VERDADEIRO
a93b80a0-987d-4148-944d-16043df95e8c;Dennis Creevey;[];Slytherin;muggleborn;human;;FALSO;VERDADEIRO;;VERDADEIRO;[];24-02-1897;1881;blue;male;brown;VERDADEIRO
99d3ce6b-6a45-495a-a7c6-132203697d45;Aurora Sinistra;['Professor Sinistra'];Slytherin;muggleborn;human;;VERDADEIRO;FALSO;;VERDADEIRO;[];24-02-1897;1881;blue;female;brown;VERDADEIRO
05bd5fd1-f347-45e6-8ec0-59b7f11c2aec;Stewart Ackerley;[];Ravenclaw;muggleborn;human;;FALSO;VERDADEIRO;;VERDADEIRO;[];31-07-1980;1980;blue;male;brown;VERDADEIRO
2f8db183-e935-4b91-884f-fb9effe42ab8;Malcolm Baddock;[];Slytherin;muggleborn;human;;FALSO;VERDADEIRO;;VERDADEIRO;[];19-09-1979;1979;blue;male;brown;VERDADEIRO
29adbbf0-417a-4c97-8467-adb5341f75e5;Eleanor Branstone;[];Hufflepuff;muggleborn;human;;FALSO;VERDADEIRO;;VERDADEIRO;[];01-03-1980;1980;blue;female;brown;VERDADEIRO
98546bab-8d5b-4627-95f6-38e306d58a91;Owen Cauldwell;[];Hufflepuff;muggleborn;human;;FALSO;VERDADEIRO;;VERDADEIRO;[];05-06-1980;1980;blue;male;brown;VERDADEIRO
cf3707ad-e816-4b54-90d0-403800a06ecd;Emma Dobbs;[];Hufflepuff;muggleborn;human;;FALSO;VERDADEIRO;;VERDADEIRO;[];04-10-1925;1925;blue;female;brown;VERDADEIRO
ae068570-8419-4063-bf61-ba4a0ef41fe3;Laura Madley;[];Hufflepuff;muggleborn;human;;FALSO;VERDADEIRO;;VERDADEIRO;[];04-10-1925;1977;blue;female;brown;VERDADEIRO
48880498-3903-4914-bd11-ec650d803199;Natalie McDonald;[];Gryffindor;muggleborn;human;;FALSO;VERDADEIRO;;VERDADEIRO;[];07-04-1979;1979;blue;female;brown;VERDADEIRO
a506574f-c8cf-46c6-a8ac-2f805c25e49e;Graham Pritchard;[];Slytherin;muggleborn;human;;FALSO;VERDADEIRO;;VERDADEIRO;[];09-01-1960;1960;blue;male;brown;VERDADEIRO
b01be346-290b-4f65-9c88-a49922e116ee;Orla Quirke;[];Ravenclaw;muggleborn;human;;FALSO;VERDADEIRO;;VERDADEIRO;[];06-12-1928;1928;blue;female;brown;VERDADEIRO
4eef1e03-cf1c-4441-9119-a6e47a61f880;Kevin Whitby;[];Hufflepuff;muggleborn;human;;FALSO;VERDADEIRO;;VERDADEIRO;[];30-07-1980;1980;blue;male;brown;VERDADEIRO
13a54f8a-7f68-4add-a1b4-49f60c8e7bcc;Eloise Midgen;[];Gryffindor;muggleborn;human;;FALSO;VERDADEIRO;Samantha Clinch;VERDADEIRO;[];13-02-1981;1981;blue;female;brown;VERDADEIRO
41ebe856-f0f4-4c77-8795-4735d3a87f3d;Alastor Moody;['Professor Moody', 'Mad-Eye'];Gryffindor;pure-blood;human;;VERDADEIRO;FALSO;Brendan Gleeson;FALSO;[];11-08-1981;1981;dark;male;grey;VERDADEIRO
b4dbc2d2-afde-40ec-a622-b1ffa6aaca4d;Madame Maxime;['Olympe Maxime'];Gryffindor;pure-blood;half-giant;;FALSO;FALSO;Frances de la Tour;VERDADEIRO;['Ian Whyte'];03-11-1959;1959;dark;female;grey;VERDADEIRO
72239274-a060-4fd5-bff2-7d4a01d31969;Igor Karkaroff;[];Gryffindor;pure-blood;human;;FALSO;FALSO;Predrag Bjelac;FALSO;[];10-03-1960;1960;blue;male;silver;VERDADEIRO
2ec7c04f-2aac-47e8-9f9c-2360b2884ac2;Poliakoff;[];Gryffindor;pure-blood;human;;FALSO;FALSO;;VERDADEIRO;[];06-02-1950;1950;blue;male;silver;VERDADEIRO
6045a853-10f3-4d6d-a29d-b76c5972f264;Fawcett;[];Ravenclaw;pure-blood;human;;FALSO;VERDADEIRO;Alex Argenti;VERDADEIRO;[];06-02-1950;1951;blue;female;silver;VERDADEIRO
0a6a1c41-793f-419c-a133-be6ac7d80ab6;Summers;[];Hufflepuff;pure-blood;human;;FALSO;VERDADEIRO;;VERDADEIRO;[];31-12-1926;1926;blue;male;silver;VERDADEIRO
f1beae08-3bec-4978-89e9-4ecda4ec7514;Fleur Delacour;[];Hufflepuff;pure-blood;human;;FALSO;FALSO;Clémence Poésy;VERDADEIRO;[];31-12-1926;1926;blue;female;blonde;VERDADEIRO
d254b20b-37a6-4468-bec9-6069754edaf2;Gregorovic;['Mykew Gregorovitch'];Hufflepuff;pure-blood;human;;FALSO;FALSO;Rade Šerbedžija;FALSO;[];31-12-1926;1926;blue;male;white;VERDADEIRO
2844e38c-ded3-47e7-8de2-381d1e3581fc;Rita Skeeter;[];Hufflepuff;pure-blood;human;;FALSO;FALSO;Miranda Richardson;VERDADEIRO;[];31-12-1926;1926;blue;female;blonde;VERDADEIRO
f4b817be-f0c1-457d-8ec4-1716652d0c06;Stebbins;[];Ravenclaw;pure-blood;human;;FALSO;VERDADEIRO;;VERDADEIRO;[];31-12-1926;1954;blue;male;blonde;VERDADEIRO
b48c5b8a-4066-4c24-ba26-7677f5ed2b6f;Wilhelmina Grubbly-Plank;['Professor Grubbly-Plank'];Ravenclaw;pure-blood;human;;VERDADEIRO;FALSO;Apple Brook;VERDADEIRO;[];31-12-1926;1954;blue;female;grey;VERDADEIRO
8ace1b0d-b058-4e44-994b-8dc2aa3427a5;Bozo;[];Ravenclaw;pure-blood;human;;FALSO;FALSO;Peter O'Farrell;VERDADEIRO;['Robert Wilfort'];31-12-1926;1954;blue;male;grey;VERDADEIRO
4a2339cf-de3d-4e3c-899e-59d0a4c7606f;Evan Rosier;[];Slytherin;pure-blood;human;;FALSO;FALSO;;FALSO;[];31-12-1926;1954;blue;male;grey;VERDADEIRO
d4a0a760-a318-4c62-a110-6533c28c57ba;Wilkes;[];Slytherin;pure-blood;human;;FALSO;FALSO;;FALSO;[];31-12-1926;1954;blue;male;grey;VERDADEIRO
30d850c1-637b-41d7-a57a-e97b81216858;Avery;[];Slytherin;pure-blood;human;;FALSO;FALSO;Richard Rosson;VERDADEIRO;[];31-12-1926;1954;blue;male;grey;VERDADEIRO
de6c8669-ce5b-4b03-b2f4-e8ea20742a58;Antonin Dolohov;[];Slytherin;pure-blood;human;;FALSO;FALSO;Arben Bajraktaraj;VERDADEIRO;[];31-12-1926;1954;blue;male;dark;VERDADEIRO
6a7090ae-b6ab-49a0-bd19-e24acb219426;Travers;[];Slytherin;pure-blood;human;;FALSO;FALSO;Tav MacDougall;VERDADEIRO;[];23-6-1980;1980;blue;male;grey;VERDADEIRO
f012a686-0aa8-47f6-96e3-0cf1577cad18;Marlene McKinnon;[];Slytherin;pure-blood;human;;FALSO;FALSO;;FALSO;[];30-01-1960;1960;blue;female;grey;VERDADEIRO
070e077a-2b02-44c0-80c1-f63817ee4a33;Mulciber;[];Slytherin;pure-blood;human;;FALSO;FALSO;;VERDADEIRO;[];27-03-1960;1960;blue;male;grey;VERDADEIRO
dd3b2fbe-e9f2-4069-b881-9c31040ed9ae;Augustus Rookwood;[];Slytherin;pure-blood;human;;FALSO;FALSO;Richard Trinder;VERDADEIRO;[];27-03-1960;1881;blue;male;grey;VERDADEIRO
d0d1b648-4e97-4fd0-9045-b721b6ef18d4;Frank Longbottom;[];Slytherin;pure-blood;human;;FALSO;FALSO;James Payton;VERDADEIRO;[];27-03-1960;1881;blue;male;grey;VERDADEIRO
27a51041-06a0-4f86-adb1-983ebfac708a;Alice Longbottom;[];Slytherin;pure-blood;human;;FALSO;FALSO;Lisa Wood;VERDADEIRO;[];27-03-1960;1980;blue;female;white;VERDADEIRO
b5e2cf01-8bb6-4fcd-ad88-0efb611195da;Augusta Longbottom;[];Slytherin;pure-blood;human;;FALSO;FALSO;Leila Hoffman;VERDADEIRO;[];27-03-1960;1979;blue;female;white;VERDADEIRO
87f71cce-7a3d-498c-8a0b-ff90f96cb820;Violet;[];Slytherin;pure-blood;human;;FALSO;FALSO;;FALSO;[];27-03-1960;1980;blue;female;white;VERDADEIRO
f59b1911-61ed-495a-8746-31b215a447f1;Apollyon Pringle;[];Slytherin;pure-blood;human;;FALSO;FALSO;;VERDADEIRO;[];27-03-1960;1980;blue;male;white;VERDADEIRO
47fa1849-f127-47ba-8248-656f9b569e3f;Ogg;[];Slytherin;pure-blood;human;;FALSO;FALSO;;VERDADEIRO;[];27-03-1960;1925;blue;male;white;VERDADEIRO
d1d4f6bb-be3c-4bf7-8f6b-824f4e3fa255;Mafalda Hopkirk;[];Slytherin;pure-blood;human;;FALSO;FALSO;Jessica Hynes;VERDADEIRO;[];27-03-1960;1977;hazel;female;grey;VERDADEIRO
99370b33-d5a7-465b-91b1-55ef2a40182b;Nymphadora Tonks;['Dora', 'Nymphadora Lupin'];Hufflepuff;pure-blood;human;;FALSO;FALSO;Natalia Tena;FALSO;[];27-03-1960;1979;hazel;female;brown;VERDADEIRO
1bb1f2d3-a22d-4f88-b26b-75e18a805ae8;Elphias Doge;[];Hufflepuff;pure-blood;human;;FALSO;FALSO;Peter Cartwright;VERDADEIRO;[];27-03-1960;1960;blue;male;silver;VERDADEIRO
9a2979bd-0325-4316-bc71-ec4cfe673dca;Dedalus Diggle;[];Hufflepuff;pure-blood;human;;FALSO;FALSO;David Brett;VERDADEIRO;[];27-03-1960;1928;blue;male;silver;VERDADEIRO
3f335cbf-3706-4b21-bf2e-bce7d0126f8f;Sturgis Podmore;[];Hufflepuff;pure-blood;human;;FALSO;FALSO;;VERDADEIRO;[];27-03-1960;1980;blue;male;blond;VERDADEIRO
5c87063c-ad61-4e65-8b2e-5fb69fc39c4e;Hestia Jones;[];Hufflepuff;pure-blood;human;;FALSO;FALSO;;VERDADEIRO;[];27-03-1960;1981;blue;female;black;VERDADEIRO
c9c3927e-9858-477f-8847-db5d62841ab6;Ragnok;[];Hufflepuff;pure-blood;goblin;;FALSO;FALSO;;VERDADEIRO;[];27-03-1960;1981;blue;male;black;FALSO
a64df82a-1131-46cb-ae94-659dadec66e5;Alphard Black;[];Slytherin;pure-blood;human;;FALSO;FALSO;;FALSO;[];27-03-1960;1959;blue;male;black;VERDADEIRO
214bcbd0-a50a-42be-a25a-22f6eac5b8db;Regulus Black;['Regulus Arcturus Black'];Slytherin;pure-blood;human;;FALSO;FALSO;Tom Moorcroft;FALSO;[];24-02-1897;1960;blue;male;black;VERDADEIRO
3dfc2e91-ec32-4e50-bc7a-eda089fbed0d;Phineas Nigelus Black;['Professor Phineas Nigellus Black'];Slytherin;pure-blood;human;;FALSO;FALSO;John Atterbury;FALSO;[];24-02-1897;1950;blue;male;black;VERDADEIRO
ac403614-3872-4bef-b92f-efb4aeb8874b;Araminta Meliflua Black;[];Slytherin;pure-blood;human;;FALSO;FALSO;;FALSO;[];24-02-1897;1951;blue;female;black;VERDADEIRO
8475e091-e150-44de-9d83-1d524cfed5c5;Elladora Black;[];Slytherin;pure-blood;human;;FALSO;FALSO;;FALSO;[];31-07-1980;1926;blue;female;black;VERDADEIRO
d08ba2a1-2104-4719-89ec-4aab5d9b9072;Andromeda Tonks;[];Slytherin;pure-blood;human;;FALSO;FALSO;;VERDADEIRO;[];19-09-1979;1926;blue;female;brown;VERDADEIRO
78a85508-8396-4977-a837-87842f603be0;Ted Tonks;['Edward'];Slytherin;muggleborn;human;;FALSO;FALSO;;FALSO;[];01-03-1980;1926;blue;female;blond;VERDADEIRO
3cf024f3-d956-4b86-8d4d-944c79bc6fe7;Rodolphus Lestrange;[];Slytherin;pure-blood;human;;FALSO;FALSO;;VERDADEIRO;[];05-06-1980;1926;blue;male;blond;VERDADEIRO
874673a2-68e7-45b4-afbc-5520bb62af63;Rabastan Lestrange;[];Slytherin;pure-blood;human;;FALSO;FALSO;;VERDADEIRO;[];04-10-1925;1954;blue;male;blond;VERDADEIRO
d072aa84-ec4d-4c2f-a0a1-8831e1f6396a;Eric Munch;[];Slytherin;pure-blood;human;;FALSO;FALSO;;VERDADEIRO;[];04-10-1925;1954;blue;male;blond;VERDADEIRO
23821246-7a7a-45e5-82ce-2ed3589da4f3;Bob;[];Slytherin;pure-blood;human;;FALSO;FALSO;Nicholas Blane;VERDADEIRO;[];07-04-1979;1954;blue;male;blond;VERDADEIRO
4a0e91eb-ea6e-409d-b6f2-56f2155d05c9;Bengie Fenwick;[];Slytherin;pure-blood;human;;FALSO;FALSO;;FALSO;[];09-01-1960;1954;blue;male;blond;VERDADEIRO
