AppID,Name,Release date,Estimated owners,Price,Supported languages,Metacritic score,User score,Achievements,Publishers,Developers,Categories,Genres,Tags
284390,The Last Door - Collector's Edition,"May 20, 2014",150000,9.99,"['English', 'Spanish - Spain', 'French', 'Italian', 'German']",79,0,16,Phoenix Online Publishing,The Game Kitchen,"Single-player,Steam Achievements,Steam Trading Cards,Captions available","Adventure,Indie","Pixel Graphics,Point & Click,Story Rich,Horror,Great Soundtrack,Lovecraftian,Singleplayer,Adventure,Puzzle,2D,Cult Classic,Indie,Classic,Retro,Psychological Horror,Remake"
6830,Commandos 2: Men of Courage,"Mar 15, 2007",350000,4.99,"['English', 'German']",87,0,0,Kalypso Media Digital,Pyro Studios,"Single-player,Multi-player,Co-op",Strategy,"Strategy,Tactical,Stealth,World War II,Classic,Action,Co-op,RTS,Isometric,Real Time Tactics,Military,Multiplayer,Difficult,Old School,War,Singleplayer"
314410,Rampage Knights,"Sep 4, 2015",350000,11.99,['English'],80,0,84,Rake in Grass,Rake in Grass,"Single-player,Multi-player,PvP,Online PvP,Shared/Split Screen PvP,Co-op,Online Co-op,Shared/Split Screen Co-op,Shared/Split Screen,Cross-Platform Multiplayer,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Remote Play Together","Action,Adventure,Indie,RPG","Co-op,Action Roguelike,Action,Beat 'em up,Rogue-like,Indie,Multiplayer,Adventure,RPG,Local Co-Op,Online Co-Op,Rogue-lite,Dungeon Crawler,2D,Funny,Hack and Slash,Difficult,Side Scroller,Procedural Generation,Local Multiplayer"
10150,Prototype™,"Jun 10, 2009",750000,19.99,"['English', 'French', 'Spanish - Spain', 'Italian']",79,0,0,Activision,Radical Entertainment,Single-player,"Action,Adventure","Action,Open World,Gore,Singleplayer,Adventure,Third Person,Parkour,Superhero,Violent,Hack and Slash,Zombies,Action-Adventure,Sci-fi,Story Rich,Sandbox,RPG,Stealth,Atmospheric,Controller,Horror"
454650,DRAGON BALL XENOVERSE 2,"Oct 27, 2016",1500000,49.99,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Polish', 'Portuguese - Brazil', 'Russian', 'Traditional Chinese', 'Korean', 'Simplified Chinese', 'Spanish - Latin America']",78,0,61,BANDAI NAMCO Entertainment,"QLOC,DIMPS","Single-player,Multi-player,MMO,PvP,Online PvP,Shared/Split Screen PvP,Co-op,Online Co-op,Steam Achievements,Full controller support,Steam Cloud,Steam Leaderboards","Action,Adventure,Casual,Massively Multiplayer","Anime,Fighting,Character Customization,Action,Multiplayer,Adventure,Massively Multiplayer,Co-op,RPG,Singleplayer,Online Co-Op,Third Person,Open World,Story Rich,MMORPG,Beat 'em up,Great Soundtrack,Casual,Moddable,Dragons"
50100,Sid Meier's Civilization® V,"Sep 21, 2010",10000,29.99,"['English', 'French', 'German', 'Italian', 'Spanish - Spain', 'Polish', 'Japanese', 'Korean', 'Russian', 'Traditional Chinese']",90,0,286,"2K,Aspyr (Mac),Aspyr (Linux)","Firaxis Games,Aspyr (Mac),Aspyr (Linux)","Single-player,Multi-player,Steam Achievements,Steam Trading Cards,Steam Cloud,Remote Play on Tablet",Strategy,"Turn-Based Strategy,Strategy,Turn-Based,Multiplayer,Historical,4X,Addictive,Singleplayer,Hex Grid,Grand Strategy,Replay Value,Co-op,Tactical,Economy,Diplomacy,Moddable,Masterpiece,Simulation,Classic,Great Soundtrack"
241600,Rogue Legacy,"Jun 27, 2013",1500000,14.99,"['English', 'French', 'German', 'Spanish - Spain', 'Polish', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese']",85,0,29,Cellar Door Games,Cellar Door Games,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Remote Play on TV","Action,Adventure,Indie,RPG","Roguevania,Platformer,Rogue-like,Action Roguelike,Indie,Action,Singleplayer,2D,Rogue-lite,Metroidvania,RPG,Pixel Graphics,Side Scroller,Fantasy,Controller,Addictive,Adventure,Medieval,Exploration,Difficult"
690790,DiRT Rally 2.0,"Feb 25, 2019",1500000,4.99,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Polish', 'Portuguese - Brazil', 'Japanese']",84,0,71,"Codemasters,Electronic Arts",Codemasters,"Single-player,Multi-player,PvP,Online PvP,Steam Achievements,Full controller support,Steam Cloud,Valve Anti-Cheat enabled","Racing,Simulation,Sports","Racing,Automobile Sim,Simulation,Multiplayer,Sports,Driving,Realistic,Offroad,VR,Difficult,Singleplayer,First-Person,Open World,Co-op,3D Vision,Controller,Family Friendly,TrackIR,Action,Psychological Horror"
1238060,Dead Space™ 3,"Jun 18, 2020",750000,19.99,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Russian']",78,0,59,Electronic Arts,Visceral Games,"Single-player,Multi-player,Co-op,Online Co-op,Steam Achievements,Steam Trading Cards",Action,"Action,Horror,Online Co-Op,Sci-fi,Shooter,Survival,Co-op,Third-Person Shooter,Dark,Space,Singleplayer,Futuristic,Thriller,Multiplayer,Survival Horror,Gore,Third Person,Crafting,Combat,Violent"
64000,Men of War: Assault Squad,"Feb 24, 2011",750000,9.99,"['English', 'Russian', 'Italian', 'Spanish - Spain', 'French', 'German', 'Polish']",77,0,110,Fulqrum Publishing,Digitalmindsoft,"Single-player,Multi-player,Co-op,Steam Achievements,Steam Leaderboards,Includes level editor",Strategy,"Strategy,World War II,Tactical,War,RTS,Multiplayer,Military,Realistic,Real Time Tactics,Action,Co-op,Historical,Simulation,Moddable,Tanks,Destruction,Singleplayer,Level Editor,Epic,Sandbox"
15210,Silent Hunter® III,"Jun 13, 2008",150000,2.49,"['English', 'German']",90,0,0,Ubisoft,Ubisoft,"Single-player,Multi-player,Co-op",Simulation,"Naval Combat,Simulation,Submarine,World War II,Naval,Military,Historical,Underwater,Open World,Realistic,Singleplayer,Action,Multiplayer,Strategy,Classic,War"
412020,Metro Exodus,"Feb 14, 2020",3500000,29.99,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Czech', 'Polish', 'Portuguese - Brazil', 'Russian', 'Korean', 'Simplified Chinese', 'Traditional Chinese', 'Ukrainian', 'Japanese']",85,0,68,Deep Silver,4A Games,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Remote Play on Phone,Remote Play on Tablet,Remote Play on TV",Action,"Post-apocalyptic,FPS,Open World,Story Rich,Singleplayer,Atmospheric,Action,First-Person,Survival,Shooter,Horror,Adventure,Stealth,Exploration,Survival Horror,Great Soundtrack,Violent,Psychological Horror,Gore,Sci-fi"
207040,Sine Mora,"Nov 9, 2012",150000,0.0,"['English', 'German', 'French', 'Italian', 'Spanish - Spain', 'Portuguese']",77,0,10,HandyGames,Digital Reality,"Single-player,Steam Achievements,Full controller support,Steam Cloud,Steam Leaderboards,Remote Play on TV","Action,Indie","Shoot 'Em Up,Indie,Bullet Hell,Action,Arcade,Side Scroller,Shooter,Singleplayer,2D,Difficult,Controller,Steampunk"
3900,Sid Meier's Civilization® IV,"Oct 25, 2006",1500000,19.99,"['English', 'French', 'German', 'Italian', 'Spanish - Spain']",94,0,0,2K,Firaxis Games,"Single-player,Multi-player,Includes level editor",Strategy,"Strategy,Turn-Based Strategy,Turn-Based,4X,Historical,Multiplayer,Singleplayer,Moddable,Grand Strategy,Classic,Addictive,Replay Value,Simulation,Resource Management,Great Soundtrack,War,Economy,Tactical,Management,Local Multiplayer"
9219,RAGE,"Oct 3, 2011",10000,9.99,"['English', 'Czech', 'French', 'German', 'Italian', 'Japanese', 'Polish', 'Russian', 'Spanish - Spain']",79,0,60,Bethesda Softworks,id Software,"Single-player,Multi-player,Co-op,Steam Achievements,Partial Controller Support",Action,"FPS,Post-apocalyptic,Action,Open World,Shooter,Singleplayer,First-Person,Racing,Sci-fi,Co-op,Multiplayer,Atmospheric,Adventure,Gore,RPG,Horror,Crafting,Survival,Online Co-Op,Linear"
567640,Danganronpa V3: Killing Harmony,"Sep 25, 2017",750000,39.99,"['English', 'French', 'Japanese', 'Simplified Chinese', 'Traditional Chinese']",80,0,41,"Spike Chunsoft Co., Ltd.","Spike Chunsoft Co., Ltd.","Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Remote Play on Phone,Remote Play on Tablet,Remote Play on TV",Adventure,"Visual Novel,Detective,Anime,Female Protagonist,Story Rich,Mystery,Great Soundtrack,Singleplayer,Psychological Horror,Dark Humor,Horror,Adventure,Puzzle,Dark Comedy,Dark,Atmospheric,Funny,Memes,Dating Sim,Comedy"
1330470,F.I.S.T.: Forged In Shadow Torch,"Oct 2, 2021",350000,29.99,"['English', 'Simplified Chinese', 'Japanese', 'Traditional Chinese', 'French', 'German', 'Spanish - Spain', 'Russian', 'Portuguese - Brazil']",81,0,43,Antiidelay,TiGames,"Single-player,Steam Achievements,Full controller support","Action,Adventure,Indie,RPG,Simulation,Sports","Metroidvania,Platformer,Action,Steampunk,Adventure,Singleplayer,2D Platformer,Story Rich,Exploration,Action-Adventure,Retro,Linear,Indie,3D Vision,Combat,2.5D,Simulation,Old School,Third Person,Stylized"
716500,Eliza,"Aug 12, 2019",75000,14.99,"['English', 'Hungarian', 'Russian', 'German', 'French', 'Spanish - Spain', 'Italian', 'Simplified Chinese']",84,0,1,Zachtronics,Zachtronics,"Single-player,Steam Achievements,Full controller support,Steam Cloud",Indie,"Female Protagonist,Visual Novel,Emotional,Psychological,Indie,Atmospheric,Story Rich,Dystopian,Singleplayer,Great Soundtrack,Beautiful,Choices Matter,Sci-fi,Casual,LGBTQ+"
57400,Batman: Arkham City,"Nov 15, 2011",35000,0.0,"['English', 'French', 'German', 'Italian', 'Polish', 'Portuguese - Brazil', 'Russian', 'Spanish - Spain']",91,0,64,Warner Bros. Interactive Entertainment,Rocksteady Studios,"Single-player,Steam Achievements,Partial Controller Support,Steam Cloud","Action,Adventure","Action,Adventure,Open World,Third Person"
8500,EVE Online,"Dec 15, 2010",3500000,0.0,"['English', 'German', 'Russian', 'French', 'Korean', 'Japanese']",88,0,0,CCP,CCP,"Multi-player,MMO,PvP,Online PvP,Co-op,Online Co-op,Steam Trading Cards","Action,Free to Play,Massively Multiplayer,RPG,Strategy","Space,Massively Multiplayer,Free to Play,Sci-fi,Sandbox,RPG,MMORPG,Open World,Strategy,Action,Multiplayer,PvP,Economy,Space Sim,Spaceships,Simulation,Difficult,PvE,Capitalism,Tactical"
15280,IL-2 Sturmovik: 1946,"Jun 13, 2008",10000,9.99,"['English', 'Russian']",86,0,0,1C Game Studios,1C: Maddox Games,"Single-player,Multi-player,Steam Cloud,Includes level editor",Simulation,"Simulation,Flight,World War II,Military,Historical,Realistic,TrackIR,Multiplayer,Action,Classic,Masterpiece,Singleplayer,Moddable,War"
730820,The Curse of Monkey Island,"Mar 22, 2018",150000,6.99,"['English', 'French', 'Italian', 'German', 'Spanish - Spain']",89,0,0,"LucasArts,Lucasfilm,Disney",LucasArts,"Single-player,Steam Cloud",Adventure,"1990's,Point & Click,Cult Classic,Adventure,Retro,Classic,Remake,Pirates,Singleplayer,Cartoony,Comedy,2D,Colorful,Puzzle,Atmospheric,Great Soundtrack,Funny"
584400,Sonic Mania,"Aug 29, 2017",750000,19.99,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Korean', 'Simplified Chinese', 'Traditional Chinese']",84,0,18,SEGA,"Christian Whitehead,Headcannon,PagodaWest Games","Single-player,Multi-player,PvP,Shared/Split Screen PvP,Co-op,Shared/Split Screen Co-op,Shared/Split Screen,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Steam Leaderboards,Remote Play on Phone,Remote Play on Tablet,Remote Play on TV,Remote Play Together","Action,Adventure,Casual","Great Soundtrack,2D,Platformer,Retro,Classic,Pixel Graphics,Fast-Paced,Colorful,Adventure,Action,Side Scroller,Singleplayer,Family Friendly,Casual,Local Co-Op,Multiplayer,Arcade,Action-Adventure,Cartoony,Remake"
337850,Avernum 2: Crystal Souls,"Jan 14, 2015",75000,19.99,['English'],78,0,35,Spiderweb Software,Spiderweb Software,"Single-player,Steam Achievements,Steam Cloud,Stats","Adventure,Indie,RPG,Strategy","RPG,Strategy,Indie,Adventure,Isometric,Fantasy,CRPG,Turn-Based,Story Rich,Singleplayer,Party-Based RPG,Old School,2D,Retro,Grid-Based Movement"
1114290,Windjammers 2,"Jan 20, 2022",35000,19.99,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Korean', 'Portuguese - Brazil', 'Simplified Chinese', 'Traditional Chinese']",79,0,28,Dotemu,Dotemu,"Single-player,Multi-player,PvP,Online PvP,Shared/Split Screen PvP,Shared/Split Screen,Steam Achievements,Full controller support,Steam Cloud,Remote Play on TV,Remote Play Together","Indie,Sports,Strategy","Sports,PvP,Multiplayer,Arcade,Fast-Paced,Strategy,2D,Hand-drawn,Family Friendly,Retro,1990's,Cult Classic,Singleplayer,Local Multiplayer,e-sports,Sequel,Addictive,Shooter,Difficult,Indie"
203140,Hitman: Absolution™,"Nov 19, 2012",3500000,19.99,"['English', 'French', 'German', 'Italian', 'Spanish - Spain', 'Polish', 'Russian', 'Turkish']",79,0,47,Io-Interactive A/S,Io-Interactive A/S,"Single-player,Steam Achievements,Steam Trading Cards,Partial Controller Support,Steam Cloud",Action,"Stealth,Action,Third Person,Assassin,Singleplayer,Third-Person Shooter,Tactical,Shooter,Replay Value,Crime,Story Rich,Cinematic,Multiplayer,Difficult,Atmospheric,Adventure,Strategy,Score Attack,Linear,Controller"
1438190,SHUT IN,"Oct 30, 2020",10000,4.99,['English'],78,0,0,Hidden Track,Cael O'Sullivan,"Single-player,Full controller support","Adventure,Indie","Dark Comedy,Horror,Narration,Emotional,Exploration,Puzzle,2D,Psychological Horror,Dark Humor,Funny,Psychological,Surreal,Adventure,Controller,Multiple Endings,Singleplayer,Atmospheric,Story Rich,Pixel Graphics,Short"
528720,Shu,"Oct 4, 2016",35000,9.99,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese']",85,0,42,Coatsink,"Coatsink,Secret Lunch","Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Steam Leaderboards,Remote Play on TV","Action,Adventure,Indie","Action,Adventure,Indie,Platformer,Side Scroller,Stylized,Cartoon"
493540,Figment,"Sep 22, 2017",150000,19.99,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Arabic', 'Danish', 'Japanese', 'Korean', 'Polish', 'Portuguese', 'Russian', 'Simplified Chinese', 'Traditional Chinese', 'Turkish', 'Ukrainian', 'Portuguese - Brazil']",77,0,23,Bedtime Digital Games,Bedtime Digital Games,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Remote Play on TV","Action,Adventure,Casual,Indie","Indie,Adventure,Action,Puzzle,Great Soundtrack,Hand-drawn,Surreal,Singleplayer,Isometric,Atmospheric,Colorful,Cute,Funny,Controller,Story Rich,Music,Casual,Exploration,Action-Adventure"
1091980,The Bard's Tale IV: Director's Cut,"Aug 27, 2019",35000,34.99,"['English', 'French', 'German', 'Spanish - Spain', 'Polish', 'Russian']",84,0,59,inXile Entertainment,inXile Entertainment,"Single-player,Steam Achievements,Steam Trading Cards,Partial Controller Support,Steam Cloud",RPG,"RPG,Party-Based RPG,Turn-Based,Dungeon Crawler,Puzzle,Fantasy,First-Person,CRPG,Singleplayer,Turn-Based Combat,Character Customization"
4932,Natural Selection 2,"Oct 30, 2012",10000,9.99,"['English', 'French', 'German', 'Spanish - Spain', 'Polish', 'Russian', 'Finnish', 'Romanian', 'Swedish', 'Czech']",80,0,137,Unknown Worlds Entertainment,Unknown Worlds Entertainment,"Multi-player,PvP,Online PvP,Steam Achievements,Steam Trading Cards,Steam Workshop,Steam Cloud,Valve Anti-Cheat enabled,Includes level editor","Action,Indie,Strategy","Multiplayer,Strategy,FPS,Team-Based,Action,Sci-fi,RTS,Aliens,Indie,Competitive,Shooter,Co-op,Moddable,Tactical,First-Person,Space,Atmospheric,Futuristic,Online Co-Op,Adventure"
1123050,GRIME,"Aug 2, 2021",150000,24.99,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Simplified Chinese', 'Korean', 'Portuguese - Brazil', 'Russian']",81,0,35,Akupara Games,Clover Bite,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud","Action,Indie,RPG","Metroidvania,Souls-like,Platformer,Dark Fantasy,Difficult,Action-Adventure,Exploration,Action RPG,2.5D,Surreal,Action,Atmospheric,Adventure,Dark,Side Scroller,Singleplayer,Combat,Indie,Controller,Cinematic"
209120,Street Fighter X Tekken,"May 11, 2012",150000,0.0,"['Czech', 'English', 'French', 'German', 'Italian', 'Japanese', 'Korean', 'Polish', 'Portuguese', 'Russian', 'Spanish - Spain']",79,0,0,"Capcom U.S.A., Inc.","Capcom U.S.A., Inc.","Single-player,Multi-player,Co-op,Shared/Split Screen,Partial Controller Support,Remote Play Together",Action,"Fighting,Action,2D Fighter,Arcade,Multiplayer,Local Multiplayer,Local Co-Op,Controller,Online Co-Op,Beat 'em up,2.5D,Anime,Co-op,2D,3D Vision,4 Player Local,Singleplayer"
3830,Psychonauts,"Oct 11, 2006",3500000,9.99,"['English', 'French', 'German']",87,0,37,Double Fine Productions,Double Fine Productions,"Single-player,Steam Achievements,Steam Trading Cards,Partial Controller Support,Steam Cloud,Remote Play on Phone,Remote Play on Tablet",Action,"Platformer,Comedy,Adventure,Cult Classic,Singleplayer,Action,Funny,Third Person,3D Platformer,Classic,Story Rich,Psychological,Great Soundtrack,Surreal,Cartoony,Collectathon,Exploration,Action-Adventure,3D,3D Vision"
466630,The Pedestrian,"Jan 29, 2020",150000,19.99,['English'],81,0,10,Skookum Arts,Skookum Arts,"Single-player,Steam Achievements,Full controller support,Steam Cloud","Adventure,Indie","Puzzle,Puzzle-Platformer,Logic,Side Scroller,Platformer,Atmospheric,Female Protagonist,Building,3D,2D Platformer,2.5D,Mystery,Adventure,Colorful,Relaxing,Cute,Surreal,Minimalist,Emotional,Casual"
1277400,Monster Hunter Stories 2: Wings of Ruin,"Jul 8, 2021",1500000,59.99,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Arabic', 'Japanese', 'Korean', 'Polish', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Traditional Chinese']",82,0,48,"CAPCOM Co., Ltd.","CAPCOM Co., Ltd.","Single-player,Multi-player,PvP,Online PvP,Co-op,Online Co-op,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud","Adventure,RPG","RPG,Adventure,JRPG,Exploration,3D,Cartoony,Dragons,Third Person,Fantasy,Loot,PvE,Character Customization,Emotional,Turn-Based,PvP,Story Rich,Creature Collector,Online Co-Op,Hunting,Multiplayer"
324800,Shadow Warrior 2,"Oct 13, 2016",1500000,29.99,"['English', 'French', 'German', 'Spanish - Spain', 'Polish', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese']",78,0,64,Devolver Digital,Flying Wild Hog,"Single-player,Multi-player,Co-op,Online Co-op,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Remote Play on TV","Action,Adventure","Action,Looter Shooter,FPS,Gore,Co-op,Ninja,Multiplayer,Shooter,Swordplay,Hack and Slash,First-Person,Comedy,Open World,Demons,Funny,Singleplayer,Loot,Adventure,Parkour,Memes"
391220,Rise of the Tomb Raider™,"Feb 9, 2016",3500000,29.99,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Dutch', 'Polish', 'Portuguese - Brazil', 'Russian', 'Japanese', 'Simplified Chinese', 'Traditional Chinese', 'Korean', 'Arabic']",86,0,143,"Square Enix,Feral Interactive (Mac),Feral Interactive (Linux)","Crystal Dynamics,Eidos-Montréal,Feral Interactive (Mac),Feral Interactive (Linux),Nixxes","Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Steam Leaderboards,Remote Play on Phone,Remote Play on Tablet,Remote Play on TV","Action,Adventure","Adventure,Action,Female Protagonist,Singleplayer,Third Person,Exploration,Open World,Action-Adventure,Story Rich,Survival,Puzzle,Stealth,Atmospheric,Third-Person Shooter,Parkour,Shooter,RPG,Great Soundtrack,Multiplayer,Quick-Time Events"
683320,GRIS,"Dec 13, 2018",1500000,4.24,"['English', 'French', 'German', 'Spanish - Spain', 'Japanese', 'Korean', 'Russian', 'Simplified Chinese', 'Traditional Chinese', 'Portuguese - Brazil']",84,0,17,Devolver Digital,Nomada Studio,"Single-player,Steam Achievements,Full controller support,Steam Cloud,Remote Play on Phone,Remote Play on Tablet,Remote Play on TV","Adventure,Indie","Beautiful,Atmospheric,Great Soundtrack,Indie,Female Protagonist,Adventure,Hand-drawn,Singleplayer,Platformer,2D,Relaxing,Story Rich,Puzzle,Colorful,Puzzle-Platformer,Surreal,Casual,Exploration,Walking Simulator,Anime"
1384160,GUILTY GEAR -STRIVE-,"Jun 11, 2021",750000,59.99,"['English', 'Japanese', 'Simplified Chinese', 'Traditional Chinese', 'French', 'Italian', 'German', 'Spanish - Spain', 'Korean']",85,0,39,Arc System Works,Arc System Works,"Single-player,Multi-player,PvP,Online PvP,Shared/Split Screen PvP,Shared/Split Screen,Steam Achievements,Full controller support,Steam Cloud,Remote Play Together",Action,"2D Fighter,Fighting,Anime,2.5D,Great Soundtrack,PvP,Arcade,Lore-Rich,Action,2D,3D,Story Rich,Fantasy,Multiplayer,Drama,Casual,Cinematic,Combat,Local Multiplayer,Singleplayer"
954650,Druidstone: The Secret of the Menhir Forest,"May 15, 2019",75000,24.99,['English'],79,0,20,Ctrl Alt Ninja Ltd.,Ctrl Alt Ninja Ltd.,"Single-player,Steam Achievements,Steam Trading Cards,Steam Workshop,Includes level editor","Adventure,Indie,Strategy","Turn-Based,Strategy,Indie,Adventure,RPG,Turn-Based Tactics,Fantasy,Isometric,Puzzle,Tactical,Turn-Based Combat,Singleplayer,Difficult"
530390,Slayaway Camp,"Oct 25, 2016",75000,8.99,"['English', 'French', 'German', 'Spanish - Spain', 'Russian', 'Simplified Chinese']",83,0,50,Blue Wizard Digital,Blue Wizard Digital,"Single-player,Steam Achievements,Steam Trading Cards,Partial Controller Support,Steam Cloud","Casual,Indie,Strategy","Puzzle,Gore,Indie,Funny,Horror,Strategy,Casual,1980s,Blood,Singleplayer,Voxel,Turn-Based Strategy,Pixel Graphics,Dark Comedy,Violent,Difficult,Villain Protagonist,Cute,Isometric"
578330,LEGO® City Undercover,"Apr 4, 2017",350000,19.99,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Danish', 'Dutch', 'Polish', 'Portuguese', 'Portuguese - Brazil', 'Russian', 'Traditional Chinese', 'Japanese']",80,0,48,TT Games,Traveller's Tales,"Single-player,Multi-player,Shared/Split Screen,Steam Achievements,Full controller support,Steam Cloud,Remote Play on Phone,Remote Play on Tablet,Remote Play on TV,Remote Play Together",Action,"LEGO,Open World,Action,Adventure,Co-op,Comedy,Family Friendly,Multiplayer,Funny,Singleplayer,Sandbox,Local Co-Op,Racing,Crime,Exploration,Split Screen,Controller,Local Multiplayer,Psychological Horror,Hentai"
526140,The Gallery - Episode 2: Heart of the Emberstone,"Oct 18, 2017",35000,3.74,"['English', 'Simplified Chinese']",86,0,27,Cloudhead Games ltd.,Cloudhead Games ltd.,"Single-player,Steam Achievements,Steam Trading Cards,Steam Cloud","Adventure,Casual,Indie","Adventure,Indie,Casual,VR,Story Rich,Puzzle,Atmospheric,First-Person,Great Soundtrack,1980s,VR Only"
1475810,Ghostwire: Tokyo,"Mar 24, 2022",150000,59.99,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Arabic', 'Spanish - Latin America', 'Portuguese - Brazil', 'Polish', 'Russian', 'Simplified Chinese', 'Traditional Chinese', 'Japanese', 'Korean']",77,0,56,Bethesda Softworks,Tango Gameworks,"Single-player,Steam Achievements,Full controller support,Captions available,Steam Cloud",Action,"Singleplayer,Supernatural,First-Person,Open World,Horror,Action-Adventure,Action,Story Rich,Atmospheric,Lore-Rich,Surreal,Mystery,Combat,Exploration,Adventure,FPS,Cyberpunk,Realistic,Psychological Horror,Survival Horror"
21090,F.E.A.R.,"May 21, 2010",1500000,54.99,['English'],88,0,0,"Warner Bros. Games,Warner Bros. Interactive Entertainment","Monolith Productions, Inc.,Timegate",Single-player,Action,"Horror,FPS,Action,Bullet Time,Classic,Singleplayer,Shooter,Atmospheric,Gore,First-Person,Psychological Horror,Dark,Story Rich,Sci-fi,Jump Scare,Great Soundtrack,Survival Horror,Thriller,Old School,Adventure"
242760,The Forest,"Apr 30, 2018",15000000,19.99,"['English', 'French', 'German', 'Czech', 'Finnish', 'Japanese', 'Korean', 'Polish', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Swedish', 'Traditional Chinese', 'Turkish', 'Italian', 'Spanish - Spain']",83,0,45,Endnight Games Ltd,Endnight Games Ltd,"Single-player,Multi-player,Co-op,Online Co-op,LAN Co-op,Partial Controller Support,Steam Cloud","Action,Adventure,Indie,Simulation","Open World Survival Craft,Survival,Open World,Horror,Crafting,Adventure,Building,Survival Horror,First-Person,Action,Exploration,Sandbox,Atmospheric,Singleplayer,Simulation,Indie,Realistic,Gore,Early Access,Zombies"
849186,Shadow of the Tomb Raider: Definitive Edition,"Sep 14, 2018",10000,0.0,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Korean', 'Polish', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Traditional Chinese', 'Arabic']",77,0,99,"Square Enix,Feral Interactive (Mac),Feral interactive (Linux)","Eidos-Montréal,Crystal Dynamics,Nixxes,Feral Interactive (Mac),Feral interactive (Linux)","Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Remote Play on Phone,Remote Play on Tablet,Remote Play on TV","Action,Adventure","Adventure,Lara Croft,Action,Female Protagonist,Third Person,Singleplayer,Story Rich,Open World,Puzzle,Action-Adventure,Stealth,Exploration,Survival,Violent,Atmospheric,Shooter,Gore,Great Soundtrack,Dark,Heist"
686810,Hell Let Loose,"Jul 27, 2021",1500000,26.79,"['English', 'French', 'German', 'Spanish - Spain', 'Russian', 'Simplified Chinese', 'Polish', 'Portuguese - Brazil', 'Traditional Chinese', 'Korean', 'Japanese']",79,0,135,Team17,Black Matter Pty Ltd,"Multi-player,PvP,Online PvP,Steam Achievements,Partial Controller Support","Action,Indie,Massively Multiplayer,Simulation,Strategy","Action,Shooter,FPS,World War II,Multiplayer,Realistic,War,Simulation,Tactical,Military,Singleplayer,First-Person,Massively Multiplayer,Strategy,PvP,Historical,Gore,Mature,Violent,Indie"
612880,Wolfenstein II: The New Colossus,"Oct 26, 2017",1500000,39.99,"['English', 'French', 'Italian', 'Spanish - Spain', 'Russian', 'Japanese', 'Polish', 'Portuguese - Brazil', 'Traditional Chinese', 'Simplified Chinese']",86,0,80,Bethesda Softworks,Machine Games,"Single-player,Steam Achievements,Full controller support,Steam Cloud,Remote Play on TV",Action,"Action,FPS,Singleplayer,Gore,Alternate History,Violent,First-Person,Shooter,World War II,Story Rich,Nudity,Sci-fi,Stealth,Comedy,Atmospheric,Adventure,Dystopian,Great Soundtrack,Multiplayer,Open World"
