id,generation,name,description,type1,type2,abilities,weight_kg,height_m,capture_rate,is_legendary,capture_date
206,2,Dunsparce,Land Snake Pokémon,normal,,"['Serene Grace', 'Run Away', 'Rattled']",14.0,1.5,190,0,08/01/1999
207,2,Gligar,Flyscorpion Pokémon,ground,flying,"['Hyper Cutter', 'Sand Veil', 'Immunity']",64.8,1.1,60,0,25/04/1999
208,2,Steelix,Iron Snake Pokémon,steel,ground,"['Rock Head', 'Sturdy', 'Sheer Force']",400.0,9.2,25,0,03/11/1999
209,2,Snubbull,Fairy Pokémon,fairy,,"['Intimidate', 'Run Away', 'Rattled']",7.8,0.6,190,0,30/07/1999
210,2,Granbull,Fairy Pokémon,fairy,,"['Intimidate', 'Quick Feet', 'Rattled']",48.7,1.4,75,0,22/07/1999
211,2,Qwilfish,Balloon Pokémon,water,poison,"['Poison Point', 'Swift Swim', 'Intimidate']",3.9,0.5,45,0,17/11/1999
212,2,Scizor,Pincer Pokémon,bug,steel,"['Swarm', 'Technician', 'Light Metal']",118.0,1.8,25,0,28/08/1999
213,2,Shuckle,Mold Pokémon,bug,rock,"['Sturdy', 'Gluttony', 'Contrary']",20.5,0.6,190,0,24/07/1999
214,2,Heracross,Singlehorn Pokémon,bug,fighting,"['Swarm', 'Guts', 'Moxie']",54.0,1.5,45,0,24/09/1999
215,2,Sneasel,Sharp Claw Pokémon,dark,ice,"['Inner Focus', 'Keen Eye', 'Pickpocket']",28.0,0.9,60,0,27/04/1999
216,2,Teddiursa,Little Bear Pokémon,normal,,"['Pickup', 'Quick Feet', 'Honey Gather']",8.8,0.6,120,0,25/04/1999
217,2,Ursaring,Hibernator Pokémon,normal,,"['Guts', 'Quick Feet', 'Unnerve']",125.8,1.8,60,0,15/08/1999
218,2,Slugma,Lava Pokémon,fire,,"['Magma Armor', 'Flame Body', 'Weak Armor']",35.0,0.7,190,0,01/02/1999
219,2,Magcargo,Lava Pokémon,fire,rock,"['Magma Armor', 'Flame Body', 'Weak Armor']",55.0,0.8,75,0,14/02/1999
220,2,Swinub,Pig Pokémon,ice,ground,"['Oblivious', 'Snow Cloak', 'Thick Fat']",6.5,0.4,225,0,30/05/1999
221,2,Piloswine,Swine Pokémon,ice,ground,"['Oblivious', 'Snow Cloak', 'Thick Fat']",55.8,1.1,75,0,20/09/1999
222,2,Corsola,Coral Pokémon,water,rock,"['Hustle', 'Natural Cure', 'Regenerator']",5.0,0.6,60,0,07/07/1999
223,2,Remoraid,Jet Pokémon,water,,"['Hustle', 'Sniper', 'Moody']",12.0,0.6,190,0,28/12/1999
224,2,Octillery,Jet Pokémon,water,,"['Suction Cups', 'Sniper', 'Moody']",28.5,0.9,75,0,05/11/1999
225,2,Delibird,Delivery Pokémon,ice,flying,"['Vital Spirit', 'Hustle', 'Insomnia']",16.0,0.9,45,0,03/05/1999
226,2,Mantine,Kite Pokémon,water,flying,"['Swift Swim', 'Water Absorb', 'Water Veil']",220.0,2.1,25,0,11/08/1999
227,2,Skarmory,Armor Bird Pokémon,steel,flying,"['Keen Eye', 'Sturdy', 'Weak Armor']",50.5,1.7,25,0,04/05/1999
228,2,Houndour,Dark Pokémon,dark,fire,"['Early Bird', 'Flash Fire', 'Unnerve']",10.8,0.6,120,0,01/10/1999
229,2,Houndoom,Dark Pokémon,dark,fire,"['Early Bird', 'Flash Fire', 'Unnerve']",35.0,1.4,45,0,23/12/1999
230,2,Kingdra,Dragon Pokémon,water,dragon,"['Swift Swim', 'Sniper', 'Damp']",152.0,1.8,45,0,05/08/1999
231,2,Phanpy,Long Nose Pokémon,ground,,"['Pickup', 'Sand Veil']",33.5,0.5,120,0,02/12/1999
232,2,Donphan,Armor Pokémon,ground,,"['Sturdy', 'Sand Veil']",120.0,1.1,60,0,01/04/1999
233,2,Porygon2,Virtual Pokémon,normal,,"['Trace', 'Download', 'Analytic']",32.5,0.6,45,0,27/04/1999
234,2,Stantler,Big Horn Pokémon,normal,,"['Intimidate', 'Frisk', 'Sap Sipper']",71.2,1.4,45,0,21/11/1999
235,2,Smeargle,Painter Pokémon,normal,,"['Own Tempo', 'Technician', 'Moody']",58.0,1.2,45,0,26/04/1999
236,2,Tyrogue,Scuffle Pokémon,fighting,,"['Guts', 'Steadfast', 'Vital Spirit']",21.0,0.7,75,0,10/09/1999
237,2,Hitmontop,Handstand Pokémon,fighting,,"['Intimidate', 'Technician', 'Steadfast']",48.0,1.4,45,0,09/06/1999
238,2,Smoochum,Kiss Pokémon,ice,psychic,"['Oblivious', 'Forewarn', 'Hydration']",6.0,0.4,45,0,19/01/1999
239,2,Elekid,Electric Pokémon,electric,,"['Static', 'Vital Spirit']",23.5,0.6,45,0,13/04/1999
240,2,Magby,Live Coal Pokémon,fire,,"['Flame Body', 'Vital Spirit']",21.4,0.7,45,0,11/10/1999
241,2,Miltank,Milk Cow Pokémon,normal,,"['Thick Fat', 'Scrappy', 'Sap Sipper']",75.5,1.2,45,0,13/07/1999
242,2,Blissey,Happiness Pokémon,normal,,"['Natural Cure', 'Serene Grace', 'Healer']",46.8,1.5,30,0,18/07/1999
243,2,Raikou,Thunder Pokémon,electric,,"['Pressure', 'Inner Focus']",178.0,1.9,3,1,28/12/1999
244,2,Entei,Volcano Pokémon,fire,,"['Pressure', 'Inner Focus']",198.0,2.1,3,1,05/07/1999
245,2,Suicune,Aurora Pokémon,water,,"['Pressure', 'Inner Focus']",187.0,2.0,3,1,24/08/1999
246,2,Larvitar,Rock Skin Pokémon,rock,ground,"['Guts', 'Sand Veil']",72.0,0.6,45,0,01/10/1999
247,2,Pupitar,Hard Shell Pokémon,rock,ground,"['Shed Skin']",152.0,1.2,45,0,24/08/1999
248,2,Tyranitar,Armor Pokémon,rock,dark,"['Sand Stream', 'Unnerve']",202.0,2.0,45,0,27/10/1999
249,2,Lugia,Diving Pokémon,psychic,flying,"['Pressure', 'Multiscale']",216.0,5.2,3,1,12/11/1999
250,2,Ho-Oh,Rainbow Pokémon,fire,flying,"['Pressure', 'Regenerator']",199.0,3.8,3,1,19/08/1999
251,2,Celebi,Time Travel Pokémon,psychic,grass,"['Natural Cure']",5.0,0.6,45,1,29/06/1999
252,3,Treecko,Wood Gecko Pokémon,grass,,"['Overgrow', 'Unburden']",5.0,0.5,45,0,19/01/2002
253,3,Grovyle,Wood Gecko Pokémon,grass,,"['Overgrow', 'Unburden']",21.6,0.9,45,0,24/07/2002
254,3,Sceptile,Forest Pokémon,grass,,"['Overgrow', 'Unburden']",52.2,1.7,45,0,19/11/2002
255,3,Torchic,Chick Pokémon,fire,,"['Blaze', 'Speed Boost']",2.5,0.4,45,0,22/03/2002
256,3,Combusken,Young Fowl Pokémon,fire,fighting,"['Blaze', 'Speed Boost']",19.5,0.9,45,0,13/06/2002
257,3,Blaziken,Blaze Pokémon,fire,fighting,"['Blaze', 'Speed Boost']",52.0,1.9,45,0,29/04/2002
258,3,Mudkip,Mud Fish Pokémon,water,,"['Torrent', 'Damp']",7.6,0.4,45,0,23/11/2002
259,3,Marshtomp,Mud Fish Pokémon,water,ground,"['Torrent', 'Damp']",28.0,0.7,45,0,17/08/2002
260,3,Swampert,Mud Fish Pokémon,water,ground,"['Torrent', 'Damp']",81.9,1.5,45,0,18/08/2002
261,3,Poochyena,Bite Pokémon,dark,,"['Run Away', 'Quick Feet', 'Rattled']",13.6,0.5,255,0,26/07/2002
262,3,Mightyena,Bite Pokémon,dark,,"['Intimidate', 'Quick Feet', 'Moxie']",37.0,1.0,127,0,20/07/2002
263,3,Zigzagoon,Tiny Racoon Pokémon,normal,,"['Pickup', 'Gluttony', 'Quick Feet']",17.5,0.4,255,0,06/10/2002
264,3,Linoone,Rush Pokémon,normal,,"['Pickup', 'Gluttony', 'Quick Feet']",32.5,0.5,90,0,02/07/2002
265,3,Wurmple,Worm Pokémon,bug,,"['Shield Dust', 'Run Away']",3.6,0.3,255,0,15/08/2002
266,3,Silcoon,Cocoon Pokémon,bug,,"['Shed Skin']",10.0,0.6,120,0,26/08/2002
267,3,Beautifly,Butterfly Pokémon,bug,flying,"['Swarm', 'Rivalry']",28.4,1.0,45,0,20/02/2002
268,3,Cascoon,Cocoon Pokémon,bug,,"['Shed Skin']",11.5,0.7,120,0,12/05/2002
269,3,Dustox,Poison Moth Pokémon,bug,poison,"['Shield Dust', 'Compoundeyes']",31.6,1.2,45,0,18/12/2002
270,3,Lotad,Water Weed Pokémon,water,grass,"['Swift Swim', 'Rain Dish', 'Own Tempo']",2.6,0.5,255,0,03/04/2002
271,3,Lombre,Jolly Pokémon,water,grass,"['Swift Swim', 'Rain Dish', 'Own Tempo']",32.5,1.2,120,0,17/07/2002
272,3,Ludicolo,Carefree Pokémon,water,grass,"['Swift Swim', 'Rain Dish', 'Own Tempo']",55.0,1.5,45,0,09/02/2002
273,3,Seedot,Acorn Pokémon,grass,,"['Chlorophyll', 'Early Bird', 'Pickpocket']",4.0,0.5,255,0,22/08/2002
274,3,Nuzleaf,Wily Pokémon,grass,dark,"['Chlorophyll', 'Early Bird', 'Pickpocket']",28.0,1.0,120,0,01/06/2002
275,3,Shiftry,Wickid Pokémon,grass,dark,"['Chlorophyll', 'Early Bird', 'Pickpocket']",59.6,1.3,45,0,19/10/2002
276,3,Taillow,TinySwallow Pokémon,normal,flying,"['Guts', 'Scrappy']",2.3,0.3,200,0,15/12/2002
277,3,Swellow,Swallow Pokémon,normal,flying,"['Guts', 'Scrappy']",19.8,0.7,45,0,16/03/2002
278,3,Wingull,Seagull Pokémon,water,flying,"['Keen Eye', 'Hydration', 'Rain Dish']",9.5,0.6,190,0,28/10/2002
279,3,Pelipper,Water Bird Pokémon,water,flying,"['Keen Eye', 'Drizzle', 'Rain Dish']",28.0,1.2,45,0,16/02/2002
280,3,Ralts,Feeling Pokémon,psychic,fairy,"['Synchronize', 'Trace', 'Telepathy']",6.6,0.4,235,0,27/11/2002
281,3,Kirlia,Emotion Pokémon,psychic,fairy,"['Synchronize', 'Trace', 'Telepathy']",20.2,0.8,120,0,18/01/2002
282,3,Gardevoir,Embrace Pokémon,psychic,fairy,"['Synchronize', 'Trace', 'Telepathy']",48.4,1.6,45,0,17/08/2002
283,3,Surskit,Pond Skater Pokémon,bug,water,"['Swift Swim', 'Rain Dish']",1.7,0.5,200,0,25/01/2002
284,3,Masquerain,Eyeball Pokémon,bug,flying,"['Intimidate', 'Unnerve']",3.6,0.8,75,0,05/12/2002
285,3,Shroomish,Mushroom Pokémon,grass,,"['Effect Spore', 'Poison Heal', 'Quick Feet']",4.5,0.4,255,0,12/06/2002
286,3,Breloom,Mushroom Pokémon,grass,fighting,"['Effect Spore', 'Poison Heal', 'Technician']",39.2,1.2,90,0,19/07/2002
287,3,Slakoth,Slacker Pokémon,normal,,"['Truant']",24.0,0.8,255,0,23/08/2002
288,3,Vigoroth,Wild Monkey Pokémon,normal,,"['Vital Spirit']",46.5,1.4,120,0,07/08/2002
289,3,Slaking,Lazy Pokémon,normal,,"['Truant']",130.5,2.0,45,0,17/05/2002
290,3,Nincada,Trainee Pokémon,bug,ground,"['Compoundeyes', 'Run Away']",5.5,0.5,255,0,02/06/2002
291,3,Ninjask,Ninja Pokémon,bug,flying,"['Speed Boost', 'Infiltrator']",12.0,0.8,120,0,09/08/2002
292,3,Shedinja,Shed Pokémon,bug,ghost,"['Wonder Guard']",1.2,0.8,45,0,25/03/2002
293,3,Whismur,Whisper Pokémon,normal,,"['Soundproof', 'Rattled']",16.3,0.6,190,0,23/12/2002
294,3,Loudred,Big Voice Pokémon,normal,,"['Soundproof', 'Scrappy']",40.5,1.0,120,0,08/01/2002
295,3,Exploud,Loud Noise Pokémon,normal,,"['Soundproof', 'Scrappy']",84.0,1.5,45,0,11/12/2002
296,3,Makuhita,Guts Pokémon,fighting,,"['Thick Fat', 'Guts', 'Sheer Force']",86.4,1.0,180,0,21/02/2002
297,3,Hariyama,Arm Thrust Pokémon,fighting,,"['Thick Fat', 'Guts', 'Sheer Force']",253.8,2.3,200,0,21/01/2002
298,3,Azurill,Polka Dot Pokémon,normal,fairy,"['Thick Fat', 'Huge Power', 'Sap Sipper']",2.0,0.2,150,0,01/06/2002
299,3,Nosepass,Compass Pokémon,rock,,"['Sturdy', 'Magnet Pull', 'Sand Force']",97.0,1.0,255,0,13/09/2002
300,3,Skitty,Kitten Pokémon,normal,,"['Cute Charm', 'Normalize', 'Wonder Skin ']",11.0,0.6,255,0,24/06/2002
301,3,Delcatty,Prim Pokémon,normal,,"['Cute Charm', 'Normalize', 'Wonder Skin ']",32.6,1.1,60,0,01/04/2002
302,3,Sableye,Darkness Pokémon,dark,ghost,"['Keen Eye', 'Stall', 'Prankster']",11.0,0.5,45,0,11/05/2002
303,3,Mawile,Deceiver Pokémon,steel,fairy,"['Hyper Cutter', 'Intimidate', 'Sheer Force']",11.5,0.6,45,0,28/08/2002
304,3,Aron,Iron Armor Pokémon,steel,rock,"['Sturdy', 'Rock Head', 'Heavy Metal']",60.0,0.4,180,0,30/12/2002
305,3,Lairon,Iron Armor Pokémon,steel,rock,"['Sturdy', 'Rock Head', 'Heavy Metal']",120.0,0.9,90,0,01/05/2002
306,3,Aggron,Iron Armor Pokémon,steel,rock,"['Sturdy', 'Rock Head', 'Heavy Metal']",360.0,2.1,45,0,21/01/2002
307,3,Meditite,Meditate Pokémon,fighting,psychic,"['Pure Power', 'Telepathy']",11.2,0.6,180,0,15/10/2002
308,3,Medicham,Meditate Pokémon,fighting,psychic,"['Pure Power', 'Telepathy']",31.5,1.3,90,0,09/10/2002
309,3,Electrike,Lightning Pokémon,electric,,"['Static', 'Lightningrod', 'Minus']",15.2,0.6,120,0,03/07/2002
310,3,Manectric,Discharge Pokémon,electric,,"['Static', 'Lightningrod', 'Minus']",40.2,1.5,45,0,25/09/2002
311,3,Plusle,Cheering Pokémon,electric,,"['Plus', 'Lightningrod']",4.2,0.4,200,0,01/11/2002
312,3,Minun,Cheering Pokémon,electric,,"['Minus', 'Volt Absorb']",4.2,0.4,200,0,09/02/2002
313,3,Volbeat,Firefly Pokémon,bug,,"['Illuminate', 'Swarm', 'Prankster']",17.7,0.7,150,0,07/05/2002
314,3,Illumise,Firefly Pokémon,bug,,"['Oblivious', 'Tinted Lens', 'Prankster']",17.7,0.6,150,0,02/10/2002
315,3,Roselia,Thorn Pokémon,grass,poison,"['Natural Cure', 'Poison Point', 'Leaf Guard']",2.0,0.3,150,0,09/10/2002
316,3,Gulpin,Stomach Pokémon,poison,,"['Liquid Ooze', 'Sticky Hold', 'Gluttony']",10.3,0.4,225,0,13/12/2002
317,3,Swalot,Poison Bag Pokémon,poison,,"['Liquid Ooze', 'Sticky Hold', 'Gluttony']",80.0,1.7,75,0,16/03/2002
318,3,Carvanha,Savage Pokémon,water,dark,"['Rough Skin', 'Speed Boost']",20.8,0.8,225,0,09/08/2002
319,3,Sharpedo,Brutal Pokémon,water,dark,"['Rough Skin', 'Speed Boost']",88.8,1.8,60,0,23/08/2002
320,3,Wailmer,Ball Whale Pokémon,water,,"['Water Veil', 'Oblivious', 'Pressure']",130.0,2.0,125,0,14/01/2002
321,3,Wailord,Float Whale Pokémon,water,,"['Water Veil', 'Oblivious', 'Pressure']",398.0,14.5,60,0,11/05/2002
322,3,Numel,Numb Pokémon,fire,ground,"['Oblivious', 'Simple', 'Own Tempo']",24.0,0.7,255,0,22/11/2002
323,3,Camerupt,Eruption Pokémon,fire,ground,"['Magma Armor', 'Solid Rock', 'Anger Point']",220.0,1.9,150,0,18/08/2002
324,3,Torkoal,Coal Pokémon,fire,,"['White Smoke', 'Drought', 'Shell Armor']",80.4,0.5,90,0,30/05/2002
325,3,Spoink,Bounce Pokémon,psychic,,"['Thick Fat', 'Own Tempo', 'Gluttony']",30.6,0.7,255,0,01/11/2002
326,3,Grumpig,Manipulate Pokémon,psychic,,"['Thick Fat', 'Own Tempo', 'Gluttony']",71.5,0.9,60,0,23/12/2002
327,3,Spinda,Spot Panda Pokémon,normal,,"['Own Tempo', 'Tangled Feet', 'Contrary']",5.0,1.1,255,0,09/11/2002
328,3,Trapinch,Ant Pit Pokémon,ground,,"['Hyper Cutter', 'Arena Trap', 'Sheer Force']",15.0,0.7,255,0,23/04/2002
329,3,Vibrava,Vibration Pokémon,ground,dragon,"['Levitate']",15.3,1.1,120,0,29/04/2002
330,3,Flygon,Mystic Pokémon,ground,dragon,"['Levitate']",82.0,2.0,45,0,22/05/2002
331,3,Cacnea,Cactus Pokémon,grass,,"['Sand Veil', 'Water Absorb']",51.3,0.4,190,0,05/11/2002
332,3,Cacturne,Scarecrow Pokémon,grass,dark,"['Sand Veil', 'Water Absorb']",77.4,1.3,60,0,22/10/2002
333,3,Swablu,Cotton Bird Pokémon,normal,flying,"['Natural Cure', 'Cloud Nine']",1.2,0.4,255,0,03/06/2002
334,3,Altaria,Humming Pokémon,dragon,flying,"['Natural Cure', 'Cloud Nine']",20.6,1.1,45,0,23/12/2002
335,3,Zangoose,Cat Ferret Pokémon,normal,,"['Immunity', 'Toxic Boost']",40.3,1.3,90,0,10/07/2002
336,3,Seviper,Fang Snake Pokémon,poison,,"['Shed Skin', 'Infiltrator']",52.5,2.7,90,0,14/10/2002
337,3,Lunatone,Meteorite Pokémon,rock,psychic,"['Levitate']",168.0,1.0,45,0,25/02/2002
338,3,Solrock,Meteorite Pokémon,rock,psychic,"['Levitate']",154.0,1.2,45,0,21/12/2002
339,3,Barboach,Whiskers Pokémon,water,ground,"['Oblivious', 'Anticipation', 'Hydration']",1.9,0.4,190,0,28/02/2002
340,3,Whiscash,Whiskers Pokémon,water,ground,"['Oblivious', 'Anticipation', 'Hydration']",23.6,0.9,75,0,29/08/2002
341,3,Corphish,Ruffian Pokémon,water,,"['Hyper Cutter', 'Shell Armor', 'Adaptability']",11.5,0.6,205,0,05/12/2002
342,3,Crawdaunt,Rogue Pokémon,water,dark,"['Hyper Cutter', 'Shell Armor', 'Adaptability']",32.8,1.1,155,0,28/12/2002
343,3,Baltoy,Clay Doll Pokémon,ground,psychic,"['Levitate']",21.5,0.5,255,0,19/04/2002
344,3,Claydol,Clay Doll Pokémon,ground,psychic,"['Levitate']",108.0,1.5,90,0,30/03/2002
345,3,Lileep,Sea Lily Pokémon,rock,grass,"['Suction Cups', 'Storm Drain']",23.8,1.0,45,0,15/12/2002
346,3,Cradily,Barnacle Pokémon,rock,grass,"['Suction Cups', 'Storm Drain']",60.4,1.5,45,0,24/07/2002
347,3,Anorith,Old Shrimp Pokémon,rock,bug,"['Battle Armor', 'Swift Swim']",12.5,0.7,45,0,19/07/2002
348,3,Armaldo,Plate Pokémon,rock,bug,"['Battle Armor', 'Swift Swim']",68.2,1.5,45,0,29/12/2002
349,3,Feebas,Fish Pokémon,water,,"['Swift Swim', 'Oblivious', 'Adaptability']",7.4,0.6,255,0,29/07/2002
350,3,Milotic,Tender Pokémon,water,,"['Marvel Scale', 'Competitive', 'Cute Charm']",162.0,6.2,60,0,05/09/2002
351,3,Castform,Weather Pokémon,normal,,"['Forecast']",0.8,0.3,45,0,12/11/2002
352,3,Kecleon,Color Swap Pokémon,normal,,"['Color Change', 'Protean']",22.0,1.0,200,0,03/10/2002
353,3,Shuppet,Puppet Pokémon,ghost,,"['Insomnia', 'Frisk', 'Cursed Body']",2.3,0.6,225,0,21/04/2002
354,3,Banette,Marionette Pokémon,ghost,,"['Insomnia', 'Frisk', 'Cursed Body']",12.5,1.1,45,0,15/04/2002
355,3,Duskull,Requiem Pokémon,ghost,,"['Levitate', 'Frisk']",15.0,0.8,190,0,12/12/2002
356,3,Dusclops,Beckon Pokémon,ghost,,"['Pressure', 'Frisk']",30.6,1.6,90,0,29/01/2002
357,3,Tropius,Fruit Pokémon,grass,flying,"['Chlorophyll', 'Solar Power', 'Harvest']",100.0,2.0,200,0,15/09/2002
358,3,Chimecho,Wind Chime Pokémon,psychic,,"['Levitate']",1.0,0.6,45,0,30/01/2002
359,3,Absol,Disaster Pokémon,dark,,"['Pressure', 'Super Luck', 'Justified']",47.0,1.2,30,0,28/08/2002
360,3,Wynaut,Bright Pokémon,psychic,,"['Shadow Tag', 'Telepathy']",14.0,0.6,125,0,05/03/2002
361,3,Snorunt,Snow Hat Pokémon,ice,,"['Inner Focus', 'Ice Body', 'Moody']",16.8,0.7,190,0,27/05/2002
362,3,Glalie,Face Pokémon,ice,,"['Inner Focus', 'Ice Body', 'Moody']",256.5,1.5,75,0,17/11/2002
363,3,Spheal,Clap Pokémon,ice,water,"['Thick Fat', 'Ice Body', 'Oblivious']",39.5,0.8,255,0,05/11/2002
364,3,Sealeo,Ball Roll Pokémon,ice,water,"['Thick Fat', 'Ice Body', 'Oblivious']",87.6,1.1,120,0,05/12/2002
365,3,Walrein,Ice Break Pokémon,ice,water,"['Thick Fat', 'Ice Body', 'Oblivious']",150.6,1.4,45,0,13/03/2002
366,3,Clamperl,Bivalve Pokémon,water,,"['Shell Armor', 'Rattled']",52.5,0.4,255,0,25/10/2002
367,3,Huntail,Deep Sea Pokémon,water,,"['Swift Swim', 'Water Veil']",27.0,1.7,60,0,30/10/2002
368,3,Gorebyss,South Sea Pokémon,water,,"['Swift Swim', 'Hydration']",22.6,1.8,60,0,31/10/2002
369,3,Relicanth,Longevity Pokémon,water,rock,"['Swift Swim', 'Rock Head', 'Sturdy']",23.4,1.0,25,0,27/12/2002
370,3,Luvdisc,Rendezvous Pokémon,water,,"['Swift Swim', 'Hydration']",8.7,0.6,225,0,13/11/2002
371,3,Bagon,Rock Head Pokémon,dragon,,"['Rock Head', 'Sheer Force']",42.1,0.6,45,0,05/06/2002
372,3,Shelgon,Endurance Pokémon,dragon,,"['Rock Head', 'Overcoat']",110.5,1.1,45,0,22/02/2002
373,3,Salamence,Dragon Pokémon,dragon,flying,"['Intimidate', 'Moxie']",102.6,1.5,45,0,11/03/2002
374,3,Beldum,Iron Ball Pokémon,steel,psychic,"['Clear Body', 'Light Metal']",95.2,0.6,3,0,13/07/2002
375,3,Metang,Iron Claw Pokémon,steel,psychic,"['Clear Body', 'Light Metal']",202.5,1.2,3,0,08/01/2002
376,3,Metagross,Iron Leg Pokémon,steel,psychic,"['Clear Body', 'Light Metal']",550.0,1.6,3,0,27/01/2002
377,3,Regirock,Rock Peak Pokémon,rock,,"['Clear Body', 'Sturdy']",230.0,1.7,3,1,16/12/2002
378,3,Regice,Iceberg Pokémon,ice,,"['Clear Body', 'Ice Body']",175.0,1.8,3,1,09/07/2002
379,3,Registeel,Iron Pokémon,steel,,"['Clear Body', 'Light Metal']",205.0,1.9,3,1,16/04/2002
380,3,Latias,Eon Pokémon,dragon,psychic,"['Levitate']",40.0,1.4,3,1,29/04/2002
381,3,Latios,Eon Pokémon,dragon,psychic,"['Levitate']",60.0,2.0,3,1,01/03/2002
382,3,Kyogre,Sea Basin Pokémon,water,,"['Drizzle']",352.0,4.5,3,1,24/06/2002
383,3,Groudon,Continent Pokémon,ground,,"['Drought']",950.0,3.5,3,1,28/01/2002
384,3,Rayquaza,Sky High Pokémon,dragon,flying,"['Air Lock']",206.5,7.0,45,1,11/05/2002
385,3,Jirachi,Wish Pokémon,steel,psychic,"['Serene Grace']",1.1,0.3,3,1,08/06/2002
386,3,Deoxys,DNA Pokémon,psychic,,"['Pressure']",60.8,1.7,3,1,09/10/2002
387,4,Turtwig,Tiny Leaf Pokémon,grass,,"['Overgrow', 'Shell Armor']",10.2,0.4,45,0,07/11/2006
388,4,Grotle,Grove Pokémon,grass,,"['Overgrow', 'Shell Armor']",97.0,1.1,45,0,02/07/2006
389,4,Torterra,Continent Pokémon,grass,ground,"['Overgrow', 'Shell Armor']",310.0,2.2,45,0,12/03/2006
390,4,Chimchar,Chimp Pokémon,fire,,"['Blaze', 'Iron Fist']",6.2,0.5,45,0,24/01/2006
391,4,Monferno,Playful Pokémon,fire,fighting,"['Blaze', 'Iron Fist']",22.0,0.9,45,0,14/10/2006
392,4,Infernape,Flame Pokémon,fire,fighting,"['Blaze', 'Iron Fist']",55.0,1.2,45,0,22/10/2006
393,4,Piplup,Penguin Pokémon,water,,"['Torrent', 'Defiant']",5.2,0.4,45,0,13/10/2006
394,4,Prinplup,Penguin Pokémon,water,,"['Torrent', 'Defiant']",23.0,0.8,45,0,11/04/2006
395,4,Empoleon,Emperor Pokémon,water,steel,"['Torrent', 'Defiant']",84.5,1.7,45,0,08/10/2006
396,4,Starly,Starling Pokémon,normal,flying,"['Keen Eye', 'Reckless']",2.0,0.3,255,0,02/12/2006
397,4,Staravia,Starling Pokémon,normal,flying,"['Intimidate', 'Reckless']",15.5,0.6,120,0,10/11/2006
398,4,Staraptor,Predator Pokémon,normal,flying,"['Intimidate', 'Reckless']",24.9,1.2,45,0,18/01/2006
399,4,Bidoof,Plump Mouse Pokémon,normal,,"['Simple', 'Unaware', 'Moody']",20.0,0.5,255,0,14/04/2006
400,4,Bibarel,Beaver Pokémon,normal,water,"['Simple', 'Unaware', 'Moody']",31.5,1.0,127,0,11/04/2006
401,4,Kricketot,Cricket Pokémon,bug,,"['Shed Skin', 'Run Away']",2.2,0.3,255,0,25/01/2006
402,4,Kricketune,Cricket Pokémon,bug,,"['Swarm', 'Technician']",25.5,1.0,45,0,14/10/2006
403,4,Shinx,Flash Pokémon,electric,,"['Rivalry', 'Intimidate', 'Guts']",9.5,0.5,235,0,15/07/2006
404,4,Luxio,Spark Pokémon,electric,,"['Rivalry', 'Intimidate', 'Guts']",30.5,0.9,120,0,21/03/2006
405,4,Luxray,Gleam Eyes Pokémon,electric,,"['Rivalry', 'Intimidate', 'Guts']",42.0,1.4,45,0,20/06/2006
406,4,Budew,Bud Pokémon,grass,poison,"['Natural Cure', 'Poison Point', 'Leaf Guard']",1.2,0.2,255,0,17/11/2006
407,4,Roserade,Bouquet Pokémon,grass,poison,"['Natural Cure', 'Poison Point', 'Technician']",14.5,0.9,75,0,30/05/2006
408,4,Cranidos,Head Butt Pokémon,rock,,"['Mold Breaker', 'Sheer Force']",31.5,0.9,45,0,08/01/2006
409,4,Rampardos,Head Butt Pokémon,rock,,"['Mold Breaker', 'Sheer Force']",102.5,1.6,45,0,12/05/2006
410,4,Shieldon,Shield Pokémon,rock,steel,"['Sturdy', 'Soundproof']",57.0,0.5,45,0,09/11/2006
411,4,Bastiodon,Shield Pokémon,rock,steel,"['Sturdy', 'Soundproof']",149.5,1.3,45,0,31/12/2006
412,4,Burmy,Bagworm Pokémon,bug,,"['Shed Skin', 'Overcoat']",3.4,0.2,120,0,04/03/2006
413,4,Wormadam,Bagworm Pokémon,bug,grass,"['Anticipation', 'Overcoat']",6.5,0.5,45,0,14/05/2006
414,4,Mothim,Moth Pokémon,bug,flying,"['Swarm', 'Tinted Lens']",23.3,0.9,45,0,24/05/2006
415,4,Combee,Tiny Bee Pokémon,bug,flying,"['Honey Gather', 'Hustle']",5.5,0.3,120,0,03/07/2006
416,4,Vespiquen,Beehive Pokémon,bug,flying,"['Pressure', 'Unnerve']",38.5,1.2,45,0,04/08/2006
417,4,Pachirisu,EleSquirrel Pokémon,electric,,"['Run Away', 'Pickup', 'Volt Absorb']",3.9,0.4,200,0,14/03/2006
418,4,Buizel,Sea Weasel Pokémon,water,,"['Swift Swim', 'Water Veil']",29.5,0.7,190,0,20/04/2006
419,4,Floatzel,Sea Weasel Pokémon,water,,"['Swift Swim', 'Water Veil']",33.5,1.1,75,0,29/01/2006
420,4,Cherubi,Cherry Pokémon,grass,,"['Chlorophyll']",3.3,0.4,190,0,15/10/2006
421,4,Cherrim,Blossom Pokémon,grass,,"['Flower Gift']",9.3,0.5,75,0,30/06/2006
422,4,Shellos,Sea Slug Pokémon,water,,"['Sticky Hold', 'Storm Drain', 'Sand Force']",6.3,0.3,190,0,15/07/2006
